text,bbox,font_size,font_name,page_num,page_width,page_height,font_weight,x,y,norm_x,norm_y,text_length,num_words,is_all_caps,is_centered,numbering_depth,relative_font_size,percent_punct
Baseline: Foundation 3,"(212.2100067138672, 319.59619140625, 385.8966369628906, 330.70159912109375)",9.960000038146973,Arial,8,612.0,792.0,0,212.2100067138672,319.59619140625,0.34674837698344313,0.4035305447048611,22,3,0,1,0,1.0,0.045454545454545456
Extension: Agile Tester 2,"(212.2100067138672, 337.59619140625, 385.8966369628906, 348.70159912109375)",9.960000038146973,Arial,8,612.0,792.0,0,212.2100067138672,337.59619140625,0.34674837698344313,0.4262578174321338,25,4,0,1,0,1.0,0.04
The following figure shows the structure of the Agile Tester Extension and its relationship to the Foundation Level.,"(70.94400024414062, 367.1162109375, 543.9195556640625, 389.7453308105469)",9.960000038146973,Arial,8,612.0,792.0,0,70.94400024414062,367.1162109375,0.11592156902637357,0.4635305693655303,116,18,0,1,0,1.0,0.008620689655172414
"Version 2014 Page 8 of 12 May 31, 2014","(76.58399963378906, 718.6875610351562, 533.1344604492188, 730.081787109375)",9.960000038146973,Trebuchet MS,8,612.0,792.0,0,76.58399963378906,718.6875610351562,0.1251372543035769,0.9074337891858033,38,9,0,1,0,1.0,0.02631578947368421
© International Software Testing Qualifications Board,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,8,612.0,792.0,0,76.58399963378906,736.8900146484375,0.1251372543035769,0.9304166851621686,53,6,0,0,0,0.6024096362469775,0.0
International,"(447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969)",9.960000038146973,Arial,9,612.0,792.0,0,447.9100036621094,38.62621307373047,0.7318790909511591,0.04877047105268999,13,1,0,0,0,1.0,0.0
Overview,"(74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992)",12.0,Arial,9,612.0,792.0,0,74.42400360107422,41.58000183105469,0.1216078490213631,0.05250000231193774,8,1,0,0,0,1.204819272493955,0.0
Software Testing Foundation Level Extension – Agile Tester Qualifications Board,"(74.42400360107422, 50.14617156982422, 522.8402099609375, 72.77159118652344)",9.960000038146973,Arial,9,612.0,792.0,0,74.42400360107422,50.14617156982422,0.1216078490213631,0.0633158731942225,79,10,0,1,0,1.0,0.0
2.6 Keeping It Current,"(70.94400024414062, 133.95376586914062, 215.51954650878906, 149.60836791992188)",14.039999961853027,Arial,9,612.0,792.0,0,70.94400024414062,133.95376586914062,0.11592156902637357,0.16913354276406645,22,4,0,0,2,1.40963854498791,0.045454545454545456
"The software industry changes rapidly. To deal with these changes and to provide the stakeholders with access to relevant and current information, the ISTQB working groups have created links on the www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences in the industry. This information is not examinable under this syllabus.","(70.94400024414062, 157.44622802734375, 543.9573364257812, 203.1228485107422)",9.960000038146973,Arial,9,612.0,792.0,0,70.94400024414062,157.44622802734375,0.11592156902637357,0.19879574245876735,371,56,0,1,0,1.0,0.018867924528301886
"Version 2014 Page 9 of 12 May 31, 2014","(76.58135986328125, 718.7022705078125, 533.1318359375, 730.0964965820312)",9.960000038146973,Trebuchet MS,9,612.0,792.0,0,76.58135986328125,718.7022705078125,0.12513294095307395,0.9074523617522885,38,9,0,1,0,1.0,0.02631578947368421
© International Software Testing Qualifications Board,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,9,612.0,792.0,0,76.58399963378906,736.8900146484375,0.1251372543035769,0.9304166851621686,53,6,0,0,0,0.6024096362469775,0.0
International,"(447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969)",9.960000038146973,Arial,10,612.0,792.0,0,447.9100036621094,38.62621307373047,0.7318790909511591,0.04877047105268999,13,1,0,0,0,1.0,0.0
Overview,"(74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992)",12.0,Arial,10,612.0,792.0,0,74.42400360107422,41.58000183105469,0.1216078490213631,0.05250000231193774,8,1,0,0,0,1.204819272493955,0.0
Software Testing Foundation Level Extension – Agile Tester Qualifications Board,"(74.42400360107422, 50.14617156982422, 522.8402099609375, 72.77159118652344)",9.960000038146973,Arial,10,612.0,792.0,0,74.42400360107422,50.14617156982422,0.1216078490213631,0.0633158731942225,79,10,0,1,0,1.0,0.0
3. Overview of the Foundation Level Extension – Agile Tester Syllabus,"(70.94400024414062, 117.49411010742188, 541.0394287109375, 156.13327026367188)",15.960000038146973,"Arial,Bold",10,612.0,792.0,1,70.94400024414062,117.49411010742188,0.11592156902637357,0.14835114912553268,69,11,0,1,1,1.6024096362469775,0.014492753623188406
3.1 Business Outcomes,"(70.94400024414062, 187.95376586914062, 226.28260803222656, 203.60836791992188)",14.039999961853027,Arial,10,612.0,792.0,0,70.94400024414062,187.95376586914062,0.11592156902637357,0.23731536094588462,21,3,0,0,2,1.40963854498791,0.047619047619047616
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level Extension – Agile Tester certification.,"(70.94400024414062, 211.44622802734375, 543.5231323242188, 234.78253173828125)",9.960000038146973,Arial,10,612.0,792.0,0,70.94400024414062,211.44622802734375,0.11592156902637357,0.26697756064058553,142,21,0,1,0,1.0,0.007042253521126761
An Agile Tester can…,"(70.93403625488281, 244.44369506835938, 170.65357971191406, 257.7303466796875)",9.960000038146973,Arial,10,612.0,792.0,0,70.93403625488281,244.44369506835938,0.11590528799817452,0.30864102912671637,20,4,0,0,0,1.0,0.0
AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic practices of Agile software development.,"(107.77999877929688, 268.9561767578125, 514.0006713867188, 291.58160400390625)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,268.9561767578125,0.17611110911649816,0.3395911322699653,131,18,0,1,0,1.0,0.015267175572519083
AFM2 Adapt existing testing experience and knowledge to Agile values and principles.,"(107.77999877929688, 303.5162048339844, 500.03778076171875, 314.6216125488281)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,303.5162048339844,0.17611110911649816,0.3832275313560409,84,12,0,1,0,1.0,0.011904761904761904
AFM3 Support the Agile team in planning test-related activities.,"(107.77999877929688, 328.4761962890625, 397.7677917480469, 339.58160400390625)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,328.4761962890625,0.17611110911649816,0.4147426720821496,64,9,0,1,0,1.0,0.03125
AFM4 Apply relevant methods and techniques for testing in an Agile project.,"(107.77999877929688, 353.55621337890625, 455.0077819824219, 364.66162109375)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,353.55621337890625,0.17611110911649816,0.4464093603269018,75,12,0,1,0,1.0,0.013333333333333334
AFM5 Assist the Agile team in test automation activities.,"(107.77999877929688, 378.6361999511719, 367.28778076171875, 389.7416076660156)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,378.6361999511719,0.17611110911649816,0.4780760100393584,57,9,0,1,0,1.0,0.017543859649122806
"AFM6 Assist business stakeholders in defining understandable and testable user stories, scenarios, requirements and acceptance criteria as appropriate.","(107.77999877929688, 403.7362060546875, 510.9474182128906, 426.2416076660156)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,403.7362060546875,0.17611110911649816,0.5097679369377367,151,18,0,1,0,1.0,0.019867549668874173
AFM7 Work and share information with other team members using effective communication styles and channels.,"(107.77999877929688, 438.17620849609375, 522.9336547851562, 460.8016052246094)",9.960000038146973,Arial,10,612.0,792.0,0,107.77999877929688,438.17620849609375,0.17611110911649816,0.5532527885051689,106,15,0,1,0,1.0,0.009433962264150943
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary skills to working effectively within an Agile team and environment.","(70.9439697265625, 483.3821105957031, 539.5380859375, 507.4853210449219)",9.960000038146973,Arial,10,612.0,792.0,0,70.9439697265625,483.3821105957031,0.11592151916104984,0.6103309477218474,173,27,0,1,0,1.0,0.011560693641618497
3.2 Content,"(70.94400024414062, 533.0038452148438, 150.98606872558594, 548.658447265625)",14.039999961853027,Arial,10,612.0,792.0,0,70.94400024414062,533.0038452148438,0.11592156902637357,0.6729846530490451,11,2,0,0,2,1.40963854498791,0.09090909090909091
"Chapter 1: Agile Software Development  The tester should remember the basic concept of Agile software development based on the Agile Manifesto.  The tester should understand the advantages of the whole-team approach and the benefits of early and frequent feedback.  The tester should recall Agile software development approaches.  The tester should be able to write testable user stories in collaboration with developers and business representatives.  The tester should understand how retrospectives can be used as a mechanism for process improvement in Agile projects.  The tester should understand the use and purpose of continuous integration.  The tester should know the differences between iteration and release planning, and how a tester adds value in each of these activities.","(70.94400024414062, 556.5261840820312, 543.8905029296875, 710.3385009765625)",9.960000038146973,Arial,10,612.0,792.0,0,70.94400024414062,556.5261840820312,0.11592156902637357,0.7026845758611505,790,122,0,1,0,1.0,0.012658227848101266
"Version 2014 Page 10 of 12 May 31, 2014","(76.58135986328125, 718.7149047851562, 533.1318359375, 730.109130859375)",9.960000038146973,Trebuchet MS,10,612.0,792.0,0,76.58135986328125,718.7149047851562,0.12513294095307395,0.907468314122672,39,9,0,1,0,1.0,0.02564102564102564
© International Software Testing Qualifications Board,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,10,612.0,792.0,0,76.58399963378906,736.8900146484375,0.1251372543035769,0.9304166851621686,53,6,0,0,0,0.6024096362469775,0.0
International,"(447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969)",9.960000038146973,Arial,11,612.0,792.0,0,447.9100036621094,38.62621307373047,0.7318790909511591,0.04877047105268999,13,1,0,0,0,1.0,0.0
Overview,"(74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992)",12.0,Arial,11,612.0,792.0,0,74.42400360107422,41.58000183105469,0.1216078490213631,0.05250000231193774,8,1,0,0,0,1.204819272493955,0.0
Software Testing Foundation Level Extension – Agile Tester Qualifications Board,"(74.42400360107422, 50.14617156982422, 522.8401489257812, 72.77159118652344)",9.960000038146973,Arial,11,612.0,792.0,0,74.42400360107422,50.14617156982422,0.1216078490213631,0.0633158731942225,79,10,0,1,0,1.0,0.0
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes  The tester should be able to describe the differences between testing activities in Agile projects and non-Agile projects.  The tester should be able to describe how development and testing activities are integrated in Agile projects.  The tester should be able to describe the role of independent testing in Agile projects.  The tester should be able to describe the tools and techniques used to communicate the status of testing in an Agile project, including test progress and product quality.  The tester should be able to describe the process of evolving tests across multiple iterations and explain why test automation is important to manage regression risk in Agile projects.  The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.  The tester should be able to understand the role of a tester within an Agile team.","(70.94400024414062, 108.84618377685547, 543.803955078125, 251.991455078125)",9.960000038146973,Arial,11,612.0,792.0,0,70.94400024414062,108.84618377685547,0.11592156902637357,0.13743205022330235,949,156,0,1,0,1.0,0.01685985247629083
"Chapter 3: Agile Testing Methods, Techniques, and Tools  The tester should be able to recall the concepts of test-driven development, acceptance test- driven development, and behavior-driven development.  The tester should be able to recall the concepts of the test pyramid.  The tester should be able to summarize the testing quadrants and their relationships with testing levels and testing types.  For a given Agile project, the tester should be able to work as a tester in a Scrum team.  The tester should be able to assess quality risks within an Agile project.  The tester should be able to estimate testing effort based on iteration content and quality risks.  The tester should be able to interpret relevant information to support testing activities.  The tester should be able to explain to business stakeholders how to define testable acceptance criteria.  Given a user story, the tester should be able to write acceptance test-driven development test cases.  For both functional and non-functional behavior, the tester should be able to write test cases using black box test design techniques based on given user stories.  The tester should be able to perform exploratory testing to support the testing of an Agile project.  The tester should be able to recall different tools available to testers according to their purpose and to activities in Agile projects.","(70.94400024414062, 263.09686279296875, 543.9454956054688, 489.4179382324219)",9.960000038146973,Arial,11,612.0,792.0,0,70.94400024414062,263.09686279296875,0.11592156902637357,0.33219300857698075,1384,229,0,1,0,1.0,0.018063583815028903
"Version 2014 Page 11 of 12 May 31, 2014","(76.58135986328125, 718.7469482421875, 533.1318359375, 730.1411743164062)",9.960000038146973,Trebuchet MS,11,612.0,792.0,0,76.58135986328125,718.7469482421875,0.12513294095307395,0.907508773033065,39,9,0,1,0,1.0,0.02564102564102564
© International Software Testing Qualifications Board,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,11,612.0,792.0,0,76.58399963378906,736.8900146484375,0.1251372543035769,0.9304166851621686,53,6,0,0,0,0.6024096362469775,0.0
International,"(447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969)",9.960000038146973,Arial,12,612.0,792.0,0,447.9100036621094,38.62621307373047,0.7318790909511591,0.04877047105268999,13,1,0,0,0,1.0,0.0
Overview,"(74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992)",12.0,Arial,12,612.0,792.0,0,74.42400360107422,41.58000183105469,0.1216078490213631,0.05250000231193774,8,1,0,0,0,1.204819272493955,0.0
Software Testing Foundation Level Extension – Agile Tester Qualifications Board,"(74.42400360107422, 50.14617156982422, 522.8402099609375, 72.77159118652344)",9.960000038146973,Arial,12,612.0,792.0,0,74.42400360107422,50.14617156982422,0.1216078490213631,0.0633158731942225,79,10,0,1,0,1.0,0.0
4. References,"(70.94400024414062, 122.97618103027344, 184.21214294433594, 140.77157592773438)",15.960000038146973,Arial,12,612.0,792.0,0,70.94400024414062,122.97618103027344,0.11592156902637357,0.15527295584630485,13,2,0,0,1,1.6024096362469775,0.07692307692307693
4.1 Trademarks,"(70.94400024414062, 171.39376831054688, 176.55291748046875, 187.04837036132812)",14.039999961853027,Arial,12,612.0,792.0,0,70.94400024414062,171.39376831054688,0.11592156902637357,0.21640627311937738,14,2,0,0,2,1.40963854498791,0.07142857142857142
The following registered trademarks and service marks are used in this document:,"(70.94400024414062, 194.88623046875, 436.22711181640625, 205.9916229248047)",9.960000038146973,Arial,12,612.0,792.0,0,70.94400024414062,194.88623046875,0.11592156902637357,0.2460684728140783,80,12,0,1,0,1.0,0.0125
ISTQB ® is a registered trademark of the International Software Testing Qualifications Board,"(70.94400024414062, 219.03562927246094, 477.04315185546875, 232.02708435058594)",8.800000031789144,Arial,12,612.0,792.0,0,70.94400024414062,219.03562927246094,0.11592156902637357,0.27656013797027895,92,13,0,1,0,0.8835341363539149,0.0
4.2 Documents and Web Sites,"(70.94400024414062, 257.4637756347656, 267.7581481933594, 273.1183776855469)",14.039999961853027,Arial,12,612.0,792.0,0,70.94400024414062,257.4637756347656,0.11592156902637357,0.32508052479137073,27,5,0,0,2,1.40963854498791,0.037037037037037035
Identifier Reference,"(76.34400177001953, 280.8362121582031, 244.36508178710938, 291.9416198730469)",9.960000038146973,"Arial,Bold",12,612.0,792.0,1,76.34400177001953,280.8362121582031,0.12474510093140447,0.3545911769674282,20,2,0,0,0,1.0,0.0
[ISTQB-Web] Web site of the International Software Testing Qualifications Board. Refer to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),"(76.34400177001953, 295.4761962890625, 520.4761962890625, 318.10162353515625)",9.960000038146973,Arial,12,612.0,792.0,0,76.34400177001953,295.4761962890625,0.12474510093140447,0.37307600541548297,161,22,0,1,0,1.0,0.055900621118012424
"Version 2014 Page 12 of 12 May 31, 2014","(76.58399963378906, 718.6875610351562, 533.1344604492188, 730.081787109375)",9.960000038146973,Trebuchet MS,12,612.0,792.0,0,76.58399963378906,718.6875610351562,0.1251372543035769,0.9074337891858033,39,9,0,1,0,1.0,0.02564102564102564
© International Software Testing Qualifications Board,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,12,612.0,792.0,0,76.58399963378906,736.8900146484375,0.1251372543035769,0.9304166851621686,53,6,0,0,0,0.6024096362469775,0.0
